TrialNumber;bg_or;t_or;num_distractors;trial_id;trial_rep;participant;trial_type;trial_index;resp_rt;resp_corr;resp_keys;target_pos;target_size;singleton_id;singleton_pos;singleton_size;singleton_ori;lures_pos;lures_size;lures_ori;original_TrialNum;thisRepN_original;thisRepN;bg_or_original;t_or_original;num_distractors_original;ran;order;trial_inblock_index;block_index
11;0;0;0;1;0;14.0;test_freeview;11.0;5555.0;5555.0;freeview_timeup;[472.0, -166.0];[35.0, 30.0];0.0;[-461.0, -49.0];[35.0, 30.0];1.0;[];[];[];1.0;0.0;0.0;0.0;0.0;0.0;1.0;10.0;11.0;1.0
12;1;1;0;16;0;14.0;test_freeview;12.0;5555.0;5555.0;freeview_timeup;[-462.0, 56.0];[35.0, 30.0];1.0;[312.0, 186.0];[35.0, 30.0];1.0;[];[];[];32.0;0.0;0.0;1.0;1.0;0.0;1.0;11.0;12.0;1.0
13;0;0;16;5;0;14.0;test_freeview;13.0;5555.0;5555.0;freeview_timeup;[288.0, 308.0];[35.0, 30.0];0.0;[-301.0, 306.0];[35.0, 30.0];0.0;[[-618.0, -315.0], [-632.0, 49.0], [-631.0, 179.0], [-466.0, -294.0], [-473.0, -56.0], [-457.0, 194.0], [-311.0, -183.0], [-297.0, 55.0], [300.0, -312.0], [300.0, 64.0], [464.0, -288.0], [471.0, -194.0], [474.0, -73.0], [468.0, 58.0], [644.0, -169.0], [633.0, 70.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1];9.0;0.0;0.0;0.0;0.0;16.0;1.0;12.0;13.0;1.0
14;0;0;8;4;0;14.0;test_freeview;14.0;5555.0;5555.0;freeview_timeup;[643.0, 174.0];[35.0, 30.0];0.0;[-616.0, 285.0];[35.0, 30.0];1.0;[[-625.0, 185.0], [-461.0, -286.0], [-473.0, -58.0], [-297.0, -61.0], [307.0, -304.0], [298.0, -62.0], [478.0, 169.0], [465.0, 297.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 1, 0, 0, 1, 1];7.0;0.0;0.0;0.0;0.0;8.0;1.0;13.0;14.0;1.0
15;0;1;4;13;0;14.0;test_freeview;15.0;5555.0;5555.0;freeview_timeup;[615.0, 183.0];[35.0, 30.0];1.0;[-307.0, 303.0];[35.0, 30.0];0.0;[[-639.0, -288.0], [-625.0, 305.0], [309.0, -172.0], [300.0, 294.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];26.0;0.0;0.0;0.0;1.0;4.0;1.0;14.0;15.0;1.0
16;1;0;2;7;0;14.0;test_freeview;16.0;5555.0;5555.0;freeview_timeup;[476.0, -300.0];[35.0, 30.0];0.0;[-641.0, -185.0];[35.0, 30.0];1.0;[[-458.0, -314.0], [287.0, 56.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];13.0;0.0;0.0;1.0;0.0;2.0;1.0;15.0;16.0;1.0
17;1;1;4;18;0;14.0;test_freeview;17.0;5555.0;5555.0;freeview_timeup;[630.0, -63.0];[35.0, 30.0];1.0;[-306.0, 305.0];[35.0, 30.0];0.0;[[-635.0, -54.0], [-630.0, 66.0], [477.0, -171.0], [474.0, 306.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1];36.0;0.0;0.0;1.0;1.0;4.0;1.0;16.0;17.0;1.0
18;1;1;2;17;0;14.0;test_freeview;18.0;5555.0;5555.0;freeview_timeup;[-645.0, -305.0];[35.0, 30.0];1.0;[292.0, 294.0];[35.0, 30.0];0.0;[[-475.0, -53.0], [305.0, 184.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];34.0;0.0;0.0;1.0;1.0;2.0;1.0;17.0;18.0;1.0
19;0;0;4;3;0;14.0;test_freeview;19.0;5555.0;5555.0;freeview_timeup;[286.0, 63.0];[35.0, 30.0];0.0;[-477.0, 302.0];[35.0, 30.0];1.0;[[-294.0, -189.0], [-303.0, -74.0], [295.0, -169.0], [475.0, -315.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 1, 0];5.0;0.0;0.0;0.0;0.0;4.0;1.0;18.0;19.0;1.0
20;0;0;2;2;0;14.0;test_freeview;20.0;5555.0;5555.0;freeview_timeup;[641.0, -181.0];[35.0, 30.0];0.0;[-299.0, -288.0];[35.0, 30.0];0.0;[[-634.0, -52.0], [464.0, 290.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];3.0;0.0;0.0;0.0;0.0;2.0;1.0;19.0;20.0;1.0
21;1;0;4;8;0;14.0;test_freeview;21.0;5555.0;5555.0;freeview_timeup;[-464.0, 63.0];[35.0, 30.0];1.0;[625.0, -287.0];[35.0, 30.0];0.0;[[-642.0, 302.0], [-474.0, 296.0], [451.0, -60.0], [631.0, 167.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];16.0;1.0;1.0;1.0;0.0;4.0;1.0;20.0;21.0;1.0
22;1;1;0;16;0;14.0;test_freeview;22.0;5555.0;5555.0;freeview_timeup;[-465.0, 314.0];[35.0, 30.0];0.0;[286.0, -183.0];[35.0, 30.0];0.0;[];[];[];31.0;1.0;1.0;1.0;1.0;0.0;1.0;21.0;22.0;1.0
23;1;0;8;9;0;14.0;test_freeview;23.0;5555.0;5555.0;freeview_timeup;[479.0, 61.0];[35.0, 30.0];1.0;[-299.0, 56.0];[35.0, 30.0];0.0;[[-636.0, -166.0], [-628.0, 72.0], [-462.0, 175.0], [-313.0, -184.0], [291.0, 183.0], [469.0, -178.0], [471.0, 305.0], [627.0, -315.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 1, 0, 1, 1, 1];18.0;1.0;1.0;1.0;0.0;8.0;1.0;22.0;23.0;1.0
24;1;0;0;6;0;14.0;test_freeview;24.0;5555.0;5555.0;freeview_timeup;[-462.0, 192.0];[35.0, 30.0];1.0;[627.0, -66.0];[35.0, 30.0];0.0;[];[];[];12.0;1.0;1.0;1.0;0.0;0.0;1.0;23.0;24.0;1.0
25;1;0;16;10;0;14.0;test_freeview;25.0;5555.0;5555.0;freeview_timeup;[470.0, 180.0];[35.0, 30.0];1.0;[-639.0, 192.0];[35.0, 30.0];0.0;[[-643.0, -306.0], [-621.0, -59.0], [-474.0, -166.0], [-474.0, -69.0], [-469.0, 50.0], [-458.0, 188.0], [-288.0, 187.0], [-298.0, 312.0], [286.0, 178.0], [465.0, -176.0], [474.0, 55.0], [470.0, 307.0], [624.0, -287.0], [620.0, 66.0], [616.0, 174.0], [642.0, 298.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1];20.0;1.0;1.0;1.0;0.0;16.0;1.0;24.0;25.0;1.0
26;1;1;16;20;0;14.0;test_freeview;26.0;5555.0;5555.0;freeview_timeup;[300.0, 291.0];[35.0, 30.0];0.0;[-308.0, -313.0];[35.0, 30.0];1.0;[[-621.0, 56.0], [-634.0, 173.0], [-479.0, -313.0], [-461.0, -189.0], [-473.0, -65.0], [-453.0, 184.0], [-295.0, -61.0], [-290.0, 178.0], [302.0, -182.0], [288.0, -67.0], [303.0, 191.0], [466.0, -293.0], [461.0, -191.0], [458.0, 308.0], [635.0, -310.0], [636.0, 172.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1];39.0;1.0;1.0;1.0;1.0;16.0;1.0;25.0;26.0;1.0
27;0;0;16;5;0;14.0;test_freeview;27.0;5555.0;5555.0;freeview_timeup;[-301.0, 67.0];[35.0, 30.0];1.0;[632.0, 53.0];[35.0, 30.0];0.0;[[-616.0, -64.0], [-636.0, 51.0], [-643.0, 171.0], [-616.0, 299.0], [-477.0, 74.0], [-458.0, 290.0], [-312.0, -310.0], [-309.0, -186.0], [294.0, -59.0], [285.0, 172.0], [297.0, 294.0], [468.0, -301.0], [455.0, -64.0], [478.0, 186.0], [479.0, 307.0], [623.0, -286.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0];10.0;1.0;1.0;0.0;0.0;16.0;1.0;26.0;27.0;1.0
28;0;0;4;3;0;14.0;test_freeview;28.0;5555.0;5555.0;freeview_timeup;[309.0, 299.0];[35.0, 30.0];1.0;[-308.0, 66.0];[35.0, 30.0];0.0;[[-630.0, -190.0], [-642.0, 188.0], [477.0, 51.0], [617.0, 172.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 1, 0];6.0;1.0;1.0;0.0;0.0;4.0;1.0;27.0;28.0;1.0
29;0;0;2;2;0;14.0;test_freeview;29.0;5555.0;5555.0;freeview_timeup;[-476.0, 186.0];[35.0, 30.0];1.0;[310.0, 174.0];[35.0, 30.0];0.0;[[-456.0, -297.0], [632.0, -286.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];4.0;1.0;1.0;0.0;0.0;2.0;1.0;28.0;29.0;1.0
30;0;1;4;13;0;14.0;test_freeview;30.0;5555.0;5555.0;freeview_timeup;[-476.0, 170.0];[35.0, 30.0];0.0;[629.0, 171.0];[35.0, 30.0];0.0;[[-635.0, -173.0], [-453.0, -186.0], [292.0, 45.0], [304.0, 285.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 1];25.0;1.0;1.0;0.0;1.0;4.0;1.0;29.0;30.0;1.0
31;0;0;0;1;0;14.0;test_freeview;31.0;5555.0;5555.0;freeview_timeup;[450.0, -179.0];[35.0, 30.0];1.0;[-623.0, -294.0];[35.0, 30.0];0.0;[];[];[];2.0;1.0;1.0;0.0;0.0;0.0;1.0;30.0;31.0;1.0
32;1;1;8;19;0;14.0;test_freeview;32.0;5555.0;5555.0;freeview_timeup;[-287.0, 168.0];[35.0, 30.0];0.0;[473.0, 190.0];[35.0, 30.0];0.0;[[-632.0, -49.0], [-628.0, 69.0], [-298.0, -168.0], [-292.0, 47.0], [302.0, 60.0], [453.0, -55.0], [632.0, -49.0], [624.0, 61.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 0, 0, 0, 1, 1];37.0;1.0;1.0;1.0;1.0;8.0;1.0;31.0;32.0;1.0
33;0;1;8;14;0;14.0;test_freeview;33.0;5555.0;5555.0;freeview_timeup;[302.0, 299.0];[35.0, 30.0];0.0;[-309.0, -315.0];[35.0, 30.0];1.0;[[-618.0, -47.0], [-624.0, 49.0], [-462.0, -312.0], [-465.0, 299.0], [305.0, -296.0], [474.0, -309.0], [453.0, 306.0], [632.0, 193.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0, 1, 0, 0, 0];27.0;1.0;1.0;0.0;1.0;8.0;1.0;32.0;33.0;1.0
34;1;1;2;17;0;14.0;test_freeview;34.0;5555.0;5555.0;freeview_timeup;[-305.0, -179.0];[35.0, 30.0];0.0;[633.0, -187.0];[35.0, 30.0];0.0;[[-287.0, -289.0], [476.0, -297.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 0];33.0;1.0;1.0;1.0;1.0;2.0;1.0;33.0;34.0;1.0
35;0;1;2;12;0;14.0;test_freeview;35.0;5555.0;5555.0;freeview_timeup;[-627.0, -72.0];[35.0, 30.0];0.0;[303.0, -72.0];[35.0, 30.0];1.0;[[-618.0, -301.0], [292.0, -286.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 1];23.0;1.0;1.0;0.0;1.0;2.0;1.0;34.0;35.0;1.0
36;0;1;0;11;0;14.0;test_freeview;36.0;5555.0;5555.0;freeview_timeup;[-466.0, 173.0];[35.0, 30.0];0.0;[642.0, 314.0];[35.0, 30.0];1.0;[];[];[];21.0;1.0;1.0;0.0;1.0;0.0;1.0;35.0;36.0;1.0
37;0;0;8;4;0;14.0;test_freeview;37.0;5555.0;5555.0;freeview_timeup;[621.0, 178.0];[35.0, 30.0];1.0;[-618.0, 54.0];[35.0, 30.0];0.0;[[-639.0, 170.0], [-461.0, -191.0], [-461.0, -48.0], [-315.0, -48.0], [290.0, 51.0], [313.0, 166.0], [460.0, -176.0], [475.0, 189.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 1, 1, 1, 0, 0, 1];8.0;1.0;1.0;0.0;0.0;8.0;1.0;36.0;37.0;1.0
38;0;1;16;15;0;14.0;test_freeview;38.0;5555.0;5555.0;freeview_timeup;[-298.0, -184.0];[35.0, 30.0];0.0;[296.0, 74.0];[35.0, 30.0];1.0;[[-631.0, -315.0], [-636.0, 56.0], [-626.0, 308.0], [-459.0, -292.0], [-471.0, -191.0], [-479.0, -46.0], [-307.0, 54.0], [-296.0, 186.0], [298.0, 298.0], [475.0, -50.0], [470.0, 66.0], [450.0, 185.0], [634.0, -295.0], [629.0, -173.0], [619.0, -52.0], [635.0, 71.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0];29.0;1.0;1.0;0.0;1.0;16.0;1.0;37.0;38.0;1.0
39;1;1;4;18;0;14.0;test_freeview;39.0;5555.0;5555.0;freeview_timeup;[-470.0, -307.0];[35.0, 30.0];0.0;[630.0, 72.0];[35.0, 30.0];0.0;[[-476.0, -189.0], [-463.0, -51.0], [300.0, -309.0], [307.0, -176.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 1];35.0;1.0;1.0;1.0;1.0;4.0;1.0;38.0;39.0;1.0
40;1;0;2;7;0;14.0;test_freeview;40.0;5555.0;5555.0;freeview_timeup;[618.0, -67.0];[35.0, 30.0];1.0;[-457.0, -73.0];[35.0, 30.0];1.0;[[-313.0, -304.0], [469.0, 52.0]];[[35.0, 30.0], [35.0, 30.0]];[0, 0];14.0;1.0;1.0;1.0;0.0;2.0;1.0;39.0;40.0;1.0
41;1;0;2;7;0;14.0;test_freeview;41.0;5555.0;5555.0;freeview_timeup;[623.0, 300.0];[35.0, 30.0];0.0;[-466.0, -184.0];[35.0, 30.0];0.0;[[-295.0, 175.0], [472.0, -290.0]];[[35.0, 30.0], [35.0, 30.0]];[1, 1];53.0;2.0;2.0;1.0;0.0;2.0;1.0;40.0;41.0;1.0
42;1;1;16;20;0;14.0;test_freeview;42.0;5555.0;5555.0;freeview_timeup;[-470.0, -71.0];[35.0, 30.0];1.0;[464.0, -182.0];[35.0, 30.0];1.0;[[-636.0, -293.0], [-626.0, -60.0], [-618.0, 174.0], [-459.0, -308.0], [-479.0, 69.0], [-463.0, 192.0], [-308.0, -286.0], [-314.0, -72.0], [314.0, -297.0], [292.0, -174.0], [299.0, -63.0], [293.0, 173.0], [473.0, -52.0], [627.0, -190.0], [619.0, 70.0], [642.0, 166.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0];80.0;2.0;2.0;1.0;1.0;16.0;1.0;41.0;42.0;1.0
43;1;0;16;10;0;14.0;test_freeview;43.0;5555.0;5555.0;freeview_timeup;[-286.0, 311.0];[35.0, 30.0];0.0;[630.0, 45.0];[35.0, 30.0];1.0;[[-640.0, -173.0], [-617.0, 302.0], [-473.0, -186.0], [-468.0, 54.0], [-451.0, 286.0], [-288.0, -315.0], [-315.0, -194.0], [-308.0, -65.0], [289.0, -304.0], [288.0, -67.0], [300.0, 296.0], [478.0, -63.0], [459.0, 72.0], [455.0, 308.0], [631.0, -49.0], [628.0, 187.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0];59.0;2.0;2.0;1.0;0.0;16.0;1.0;42.0;43.0;1.0
44;1;0;8;9;0;14.0;test_freeview;44.0;5555.0;5555.0;freeview_timeup;[306.0, -179.0];[35.0, 30.0];0.0;[-452.0, -47.0];[35.0, 30.0];0.0;[[-637.0, -292.0], [-456.0, 63.0], [-467.0, 178.0], [-299.0, -289.0], [294.0, 191.0], [473.0, -47.0], [634.0, 73.0], [621.0, 166.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 0, 0, 0, 1, 0, 1, 0];57.0;2.0;2.0;1.0;0.0;8.0;1.0;43.0;44.0;1.0
45;1;1;8;19;0;14.0;test_freeview;45.0;5555.0;5555.0;freeview_timeup;[458.0, 61.0];[35.0, 30.0];1.0;[-626.0, -299.0];[35.0, 30.0];1.0;[[-617.0, 55.0], [-622.0, 305.0], [-478.0, 310.0], [-294.0, -173.0], [290.0, 186.0], [458.0, -171.0], [644.0, -301.0], [632.0, -187.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 0, 0, 1, 1, 0, 0, 1];78.0;2.0;2.0;1.0;1.0;8.0;1.0;44.0;45.0;1.0
46;1;1;4;18;0;14.0;test_freeview;46.0;5555.0;5555.0;freeview_timeup;[-315.0, 59.0];[35.0, 30.0];1.0;[630.0, -168.0];[35.0, 30.0];0.0;[[-617.0, -297.0], [-468.0, 194.0], [313.0, 74.0], [637.0, 62.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[0, 1, 0, 0];76.0;2.0;2.0;1.0;1.0;4.0;1.0;45.0;46.0;1.0
47;0;0;4;3;0;14.0;test_freeview;47.0;5555.0;5555.0;freeview_timeup;[-460.0, -56.0];[35.0, 30.0];0.0;[461.0, 191.0];[35.0, 30.0];0.0;[[-644.0, 296.0], [-305.0, 58.0], [298.0, 314.0], [631.0, 61.0]];[[35.0, 30.0], [35.0, 30.0], [35.0, 30.0], [35.0, 30.0]];[1, 1, 0, 0];45.0;2.0;2.0;0.0;0.0;4.0;1.0;46.0;47.0;1.0
48;0;0;0;1;0;14.0;test_freeview;48.0;5555.0;5555.0;freeview_timeup;[-475.0, -190.0];[35.0, 30.0];0.0;[629.0, 297.0];[35.0, 30.0];0.0;[];[];[];41.0;2.0;2.0;0.0;0.0;0.0;1.0;47.0;48.0;1.0
